name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
"BM_KdTreeFLANN_Search/10000/100000/1/1/32/iterations:10",10,20.3288,20.3143,ms,,,,,
"BM_KdTreeFLANN_Search/100000/100000/1/1/32/iterations:10",10,21.3832,21.3684,ms,,,,,
"BM_KdTreeFLANN_Search/1000000/100000/1/1/32/iterations:10",10,24.0601,23.9848,ms,,,,,
"BM_KdTreeFLANN_Search/10000000/100000/1/1/32/iterations:10",10,29.123,29.0644,ms,,,,,
"BM_KdTreeFLANN_Search/10000/100000/1/0/64/iterations:10",10,150.665,150.6,ms,,,,,
"BM_KdTreeFLANN_Search/100000/100000/1/0/64/iterations:10",10,167.153,167.065,ms,,,,,
"BM_KdTreeFLANN_Search/1000000/100000/1/0/64/iterations:10",10,187.845,187.729,ms,,,,,
"BM_KdTreeFLANN_Search/10000000/100000/1/0/64/iterations:10",10,232.233,232.074,ms,,,,,
"BM_KdTreeFLANN_Search/10000/100000/1/1/64/iterations:10",10,23.3637,19.6015,ms,,,,,
"BM_KdTreeFLANN_Search/100000/100000/1/1/64/iterations:10",10,25.5669,25.3762,ms,,,,,
"BM_KdTreeFLANN_Search/1000000/100000/1/1/64/iterations:10",10,28.1573,27.8452,ms,,,,,
"BM_KdTreeFLANN_Search/10000000/100000/1/1/64/iterations:10",10,32.6574,31.2371,ms,,,,,
"BM_KdTreeFLANN_Search/10000/100000/1/0/128/iterations:10",10,170.568,170.455,ms,,,,,
"BM_KdTreeFLANN_Search/100000/100000/1/0/128/iterations:10",10,188.347,188.233,ms,,,,,
"BM_KdTreeFLANN_Search/1000000/100000/1/0/128/iterations:10",10,218.681,218.524,ms,,,,,
"BM_KdTreeFLANN_Search/10000000/100000/1/0/128/iterations:10",10,250.312,250.11,ms,,,,,
"BM_KdTreeFLANN_Search/10000/100000/1/1/128/iterations:10",10,24.3831,24.3603,ms,,,,,
"BM_KdTreeFLANN_Search/100000/100000/1/1/128/iterations:10",10,27.2316,27.2034,ms,,,,,
"BM_KdTreeFLANN_Search/1000000/100000/1/1/128/iterations:10",10,29.6144,29.5557,ms,,,,,
"BM_KdTreeFLANN_Search/10000000/100000/1/1/128/iterations:10",10,33.1568,33.0828,ms,,,,,
"BM_KdTreeFLANN_Search/10000/100000/1/0/256/iterations:10",10,200.795,200.686,ms,,,,,
"BM_KdTreeFLANN_Search/100000/100000/1/0/256/iterations:10",10,237.072,236.916,ms,,,,,
"BM_KdTreeFLANN_Search/1000000/100000/1/0/256/iterations:10",10,262.716,262.516,ms,,,,,
"BM_KdTreeFLANN_Search/10000000/100000/1/0/256/iterations:10",10,285.73,285.45,ms,,,,,
"BM_KdTreeFLANN_Search/10000/100000/1/1/256/iterations:10",10,30.1038,29.966,ms,,,,,
"BM_KdTreeFLANN_Search/100000/100000/1/1/256/iterations:10",10,34.6911,34.3818,ms,,,,,
"BM_KdTreeFLANN_Search/1000000/100000/1/1/256/iterations:10",10,38.5677,38.4836,ms,,,,,
"BM_KdTreeFLANN_Search/10000000/100000/1/1/256/iterations:10",10,39.4903,39.4021,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/0/1/iterations:10",10,51.9434,51.9162,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/0/1/iterations:10",10,69.5654,69.5133,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/0/1/iterations:10",10,161.395,161.246,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/0/1/iterations:10",10,206.505,206.327,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/1/1/iterations:10",10,15.0932,15.0827,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/1/1/iterations:10",10,16.4702,16.4507,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/1/1/iterations:10",10,23.9037,23.8399,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/1/1/iterations:10",10,31.4235,31.3399,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/0/2/iterations:10",10,48.0323,48.005,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/0/2/iterations:10",10,65.3082,65.2563,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/0/2/iterations:10",10,148.771,148.623,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/0/2/iterations:10",10,191.186,191.028,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/1/2/iterations:10",10,15.0599,15.05,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/1/2/iterations:10",10,16.3048,16.2843,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/1/2/iterations:10",10,23.2,23.1481,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/1/2/iterations:10",10,30.886,30.8097,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/0/4/iterations:10",10,43.9715,43.9449,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/0/4/iterations:10",10,60.1122,60.0694,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/0/4/iterations:10",10,137.588,137.448,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/0/4/iterations:10",10,179.108,178.958,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/1/4/iterations:10",10,15.5734,15.5603,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/1/4/iterations:10",10,16.9455,16.9294,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/1/4/iterations:10",10,23.7997,23.4111,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/1/4/iterations:10",10,32.4047,32.0793,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/0/8/iterations:10",10,44.1601,43.9527,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/0/8/iterations:10",10,60.6656,60.3764,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/0/8/iterations:10",10,133.697,132.829,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/0/8/iterations:10",10,179.017,178.183,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/1/8/iterations:10",10,16.5533,16.4801,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/1/8/iterations:10",10,18.3021,18.2206,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/1/8/iterations:10",10,25.5875,25.5264,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/1/8/iterations:10",10,36.3716,36.0066,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/0/16/iterations:10",10,44.1007,43.8853,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/0/16/iterations:10",10,64.2303,63.9444,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/0/16/iterations:10",10,133.99,133.164,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/0/16/iterations:10",10,195.517,194.809,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/1/16/iterations:10",10,18.3472,18.2706,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/1/16/iterations:10",10,21.5457,21.4499,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/1/16/iterations:10",10,29.0087,28.9416,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/1/16/iterations:10",10,44.2235,44.1136,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/0/32/iterations:10",10,48.6371,48.5949,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/0/32/iterations:10",10,75.6387,75.5785,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/0/32/iterations:10",10,165.124,164.885,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/0/32/iterations:10",10,234.6,234.381,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/1/32/iterations:10",10,21.3375,21.3215,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/1/32/iterations:10",10,27.1682,27.147,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/1/32/iterations:10",10,34.6333,34.5407,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/1/32/iterations:10",10,59.2939,59.1477,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/0/64/iterations:10",10,59.3993,59.3588,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/0/64/iterations:10",10,100.119,100.053,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/0/64/iterations:10",10,176.424,176.172,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/0/64/iterations:10",10,307.361,307.072,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/1/64/iterations:10",10,26.3063,26.2877,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/1/64/iterations:10",10,34.4671,34.4407,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/1/64/iterations:10",10,43.1106,43.0054,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/1/64/iterations:10",10,79.7001,79.5035,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/0/128/iterations:10",10,75.5641,75.5205,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/0/128/iterations:10",10,145.796,145.694,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/0/128/iterations:10",10,237.374,237.042,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/0/128/iterations:10",10,432.047,431.578,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/1/128/iterations:10",10,34.5894,34.5638,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/1/128/iterations:10",10,45.9393,45.8959,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/1/128/iterations:10",10,55.6579,55.5095,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/1/128/iterations:10",10,117.324,117.027,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/0/256/iterations:10",10,122.996,122.919,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/0/256/iterations:10",10,232.011,231.858,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/0/256/iterations:10",10,448.456,447.85,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/0/256/iterations:10",10,592.841,592.084,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/1/256/iterations:10",10,44.5711,44.5342,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/1/256/iterations:10",10,62.7096,62.6629,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/1/256/iterations:10",10,83.7507,83.3432,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/1/256/iterations:10",10,181.172,180.71,ms,,,,,
