name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
"BM_KdTreeFLANN_Search/100000/100000/1/1/4/iterations:10",10,58.8,58.8,ms,,,,,
"BM_KdTreeFLANN_Search/1000000/100000/1/1/4/iterations:10",10,77.1,77.0,ms,,,,,
"BM_KdTreeFLANN_Search/10000000/100000/1/1/4/iterations:10",10,85.7,85.6,ms,,,,,
"BM_KdTreeFLANN_Search/10000/100000/1/0/8/iterations:10",10,185,185,ms,,,,,
"BM_KdTreeFLANN_Search/100000/100000/1/0/8/iterations:10",10,198,198,ms,,,,,
"BM_KdTreeFLANN_Search/1000000/100000/1/0/8/iterations:10",10,266,266,ms,,,,,
"BM_KdTreeFLANN_Search/10000000/100000/1/0/8/iterations:10",10,315,315,ms,,,,,
"BM_KdTreeFLANN_Search/10000/100000/1/1/8/iterations:10",10,52.7,52.6,ms,,,,,
"BM_KdTreeFLANN_Search/100000/100000/1/1/8/iterations:10",10,56.3,56.3,ms,,,,,
"BM_KdTreeFLANN_Search/1000000/100000/1/1/8/iterations:10",10,72.7,72.1,ms,,,,,
"BM_KdTreeFLANN_Search/10000000/100000/1/1/8/iterations:10",10,81.6,81.5,ms,,,,,
"BM_KdTreeFLANN_Search/10000/100000/1/0/16/iterations:10",10,180,180,ms,,,,,
"BM_KdTreeFLANN_Search/100000/100000/1/0/16/iterations:10",10,194,194,ms,,,,,
"BM_KdTreeFLANN_Search/1000000/100000/1/0/16/iterations:10",10,253,253,ms,,,,,
"BM_KdTreeFLANN_Search/10000000/100000/1/0/16/iterations:10",10,297,297,ms,,,,,
"BM_KdTreeFLANN_Search/10000/100000/1/1/16/iterations:10",10,52.1,52.1,ms,,,,,
"BM_KdTreeFLANN_Search/100000/100000/1/1/16/iterations:10",10,56.2,56.1,ms,,,,,
"BM_KdTreeFLANN_Search/1000000/100000/1/1/16/iterations:10",10,69.8,69.7,ms,,,,,
"BM_KdTreeFLANN_Search/10000000/100000/1/1/16/iterations:10",10,78.9,78.9,ms,,,,,
"BM_KdTreeFLANN_Search/10000/100000/1/0/32/iterations:10",10,186,185,ms,,,,,
"BM_KdTreeFLANN_Search/100000/100000/1/0/32/iterations:10",10,200,200,ms,,,,,
"BM_KdTreeFLANN_Search/1000000/100000/1/0/32/iterations:10",10,238,237,ms,,,,,
"BM_KdTreeFLANN_Search/10000000/100000/1/0/32/iterations:10",10,289,288,ms,,,,,
"BM_KdTreeFLANN_Search/10000/100000/1/1/32/iterations:10",10,52.6,52.6,ms,,,,,
"BM_KdTreeFLANN_Search/100000/100000/1/1/32/iterations:10",10,56.3,56.3,ms,,,,,
"BM_KdTreeFLANN_Search/1000000/100000/1/1/32/iterations:10",10,68.3,68.2,ms,,,,,
"BM_KdTreeFLANN_Search/10000000/100000/1/1/32/iterations:10",10,76.9,76.8,ms,,,,,
"BM_KdTreeFLANN_Search/10000/100000/1/0/64/iterations:10",10,199,199,ms,,,,,
"BM_KdTreeFLANN_Search/100000/100000/1/0/64/iterations:10",10,218,218,ms,,,,,
"BM_KdTreeFLANN_Search/1000000/100000/1/0/64/iterations:10",10,247,247,ms,,,,,
"BM_KdTreeFLANN_Search/10000000/100000/1/0/64/iterations:10",10,284,284,ms,,,,,
"BM_KdTreeFLANN_Search/10000/100000/1/1/64/iterations:10",10,56.7,56.7,ms,,,,,
"BM_KdTreeFLANN_Search/100000/100000/1/1/64/iterations:10",10,62.2,62.2,ms,,,,,
"BM_KdTreeFLANN_Search/1000000/100000/1/1/64/iterations:10",10,71.7,71.6,ms,,,,,
"BM_KdTreeFLANN_Search/10000000/100000/1/1/64/iterations:10",10,78.8,78.7,ms,,,,,
"BM_KdTreeFLANN_Search/10000/100000/1/0/128/iterations:10",10,226,226,ms,,,,,
"BM_KdTreeFLANN_Search/100000/100000/1/0/128/iterations:10",10,257,257,ms,,,,,
"BM_KdTreeFLANN_Search/1000000/100000/1/0/128/iterations:10",10,286,286,ms,,,,,
"BM_KdTreeFLANN_Search/10000000/100000/1/0/128/iterations:10",10,305,305,ms,,,,,
"BM_KdTreeFLANN_Search/10000/100000/1/1/128/iterations:10",10,64.4,64.4,ms,,,,,
"BM_KdTreeFLANN_Search/100000/100000/1/1/128/iterations:10",10,72.9,72.8,ms,,,,,
"BM_KdTreeFLANN_Search/1000000/100000/1/1/128/iterations:10",10,80.7,80.6,ms,,,,,
"BM_KdTreeFLANN_Search/10000000/100000/1/1/128/iterations:10",10,86.2,86.1,ms,,,,,
"BM_KdTreeFLANN_Search/10000/100000/1/0/256/iterations:10",10,278,278,ms,,,,,
"BM_KdTreeFLANN_Search/100000/100000/1/0/256/iterations:10",10,326,326,ms,,,,,
"BM_KdTreeFLANN_Search/1000000/100000/1/0/256/iterations:10",10,368,368,ms,,,,,
"BM_KdTreeFLANN_Search/10000000/100000/1/0/256/iterations:10",10,352,352,ms,,,,,
"BM_KdTreeFLANN_Search/10000/100000/1/1/256/iterations:10",10,78.5,78.5,ms,,,,,
"BM_KdTreeFLANN_Search/100000/100000/1/1/256/iterations:10",10,91.8,91.7,ms,,,,,
"BM_KdTreeFLANN_Search/1000000/100000/1/1/256/iterations:10",10,103,103,ms,,,,,
"BM_KdTreeFLANN_Search/10000000/100000/1/1/256/iterations:10",10,101,101,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/0/1/iterations:10",10,70.0,69.9,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/0/1/iterations:10",10,114,114,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/0/1/iterations:10",10,194,194,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/0/1/iterations:10",10,239,239,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/1/1/iterations:10",10,24.9,24.9,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/1/1/iterations:10",10,33.7,33.6,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/1/1/iterations:10",10,61.5,61.4,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/1/1/iterations:10",10,78.8,78.7,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/0/2/iterations:10",10,65.8,65.7,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/0/2/iterations:10",10,87.8,87.6,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/0/2/iterations:10",10,180,180,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/0/2/iterations:10",10,225,225,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/1/2/iterations:10",10,23.3,23.2,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/1/2/iterations:10",10,28.9,28.9,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/1/2/iterations:10",10,61.3,61.2,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/1/2/iterations:10",10,79.9,79.8,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/0/4/iterations:10",10,61.4,61.3,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/0/4/iterations:10",10,77.0,77.0,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/0/4/iterations:10",10,170,170,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/0/4/iterations:10",10,213,212,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/1/4/iterations:10",10,22.9,22.9,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/1/4/iterations:10",10,26.4,26.3,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/1/4/iterations:10",10,57.5,57.4,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/1/4/iterations:10",10,75.0,74.9,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/0/8/iterations:10",10,58.5,58.5,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/0/8/iterations:10",10,78.4,78.3,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/0/8/iterations:10",10,168,168,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/0/8/iterations:10",10,218,217,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/1/8/iterations:10",10,24.7,24.7,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/1/8/iterations:10",10,27.3,27.2,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/1/8/iterations:10",10,61.0,60.9,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/1/8/iterations:10",10,85.8,85.6,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/0/16/iterations:10",10,57.1,57.1,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/0/16/iterations:10",10,80.5,80.4,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/0/16/iterations:10",10,186,185,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/0/16/iterations:10",10,241,241,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/1/16/iterations:10",10,25.3,25.3,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/1/16/iterations:10",10,30.4,30.4,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/1/16/iterations:10",10,70.9,70.8,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/1/16/iterations:10",10,100,100,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/0/32/iterations:10",10,60.4,60.4,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/0/32/iterations:10",10,92.3,92.2,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/0/32/iterations:10",10,222,221,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/0/32/iterations:10",10,298,297,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/1/32/iterations:10",10,28.6,28.5,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/1/32/iterations:10",10,36.0,35.9,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/1/32/iterations:10",10,89.8,89.7,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/1/32/iterations:10",10,130,130,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/0/64/iterations:10",10,73.6,73.5,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/0/64/iterations:10",10,130,129,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/0/64/iterations:10",10,311,310,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/0/64/iterations:10",10,386,386,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/1/64/iterations:10",10,37.4,37.4,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/1/64/iterations:10",10,47.1,47.1,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/1/64/iterations:10",10,126,126,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/1/64/iterations:10",10,185,184,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/0/128/iterations:10",10,99.4,99.3,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/0/128/iterations:10",10,172,171,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/0/128/iterations:10",10,491,490,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/0/128/iterations:10",10,580,579,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/1/128/iterations:10",10,48.0,47.9,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/1/128/iterations:10",10,73.2,73.2,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/1/128/iterations:10",10,193,192,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/1/128/iterations:10",10,275,274,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/0/256/iterations:10",10,139,139,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/0/256/iterations:10",10,234,234,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/0/256/iterations:10",10,825,824,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/0/256/iterations:10",10,921,920,ms,,,,,
"BM_KdTreeNanoflann_Search/10000/100000/1/1/256/iterations:10",10,64.4,64.4,ms,,,,,
"BM_KdTreeNanoflann_Search/100000/100000/1/1/256/iterations:10",10,97.8,97.8,ms,,,,,
"BM_KdTreeNanoflann_Search/1000000/100000/1/1/256/iterations:10",10,310,309,ms,,,,,
"BM_KdTreeNanoflann_Search/10000000/100000/1/1/256/iterations:10",10,418,417,ms,,,,,
